emeraldhymns,abrahamcho
yungmally19,yesyoureracist
zeitgeist2o12,ryanjreilly
rockwitlili,cheathamkmov
themojdeh,torekelandpc
keylag_,jlacocaina
shyboyriri,bet
imsooic,handsupunited_
lisacampbell102,nettaaaaaaaa
nickheynen,ygbcoalition
and1grad,f_uitlist
ebonyjoy,ebonymag
gammarae206,alasscan_
teacrock,drgoddess
astoldby_shy,joholsr
roierickson,as_nba
doseofcre8ivity,brainzooming
af7qp,stevegiegerich
dmen87,meredithfrost
iatrosaz,marmel
joohyun_kang,stop_chokeholds
shostanback,hillaryclinton
asifuknow,lsarsour
crazy8west,samswey
afekz,pdacosta
kylernielsen,southernkeeks
metropolitaname,metropolitaname
persephone_2012,nyclu
ktapthat,ellenpompeo
mysharona1987,jendeaderick
jessicagoldstei,mrpooni
baronderosa,shuttlecock74
occupyrosario1,dreamact
enfermarebelde,usrealitycheck
wflanews,970wfla
krc1415,nylawschool
blair_houghton,thejeffwei
sirbeast1269,brianstelter
ksthekopite,outfrontcnn
numbr1critic,cnntonight
asyoureadthis,peterkinder
magmamaniac,dukeu
babiebeluga,bbcbreaking
look4russel,theonion
cartlinkelly,ryanjreilly
camcreates06,flotusinspired
cosmicife,jeremyfoshee
photogsofcolor,time
the3cr,acarvin
staceyw32933359,snarkamendment
bunnymintt,deray
dorothyk98,madamenoire
scemph,cspan
lynmcain,antoniofrench
keota,iamledgin
bob_hudgins,search4swag
bergeronmarti,davidjones720
glitterlicious,mrdaveyd
ripefag,jay_myles2
tenebrisvacuum,occupywallstnyc
llxnne,thinkprogress
missb62,sevenish
kneelknaris,baltimorepolice
maracita7,vice
jackiewillard2,waragainstwomen
shootorget_shot,antoniofrench
glorialloyd,stlcountypd
ekubbb,mihavcom
terrancepryor,rolandopujol
mrbrontolone,bipartisanism
kmerm13,emilyjcol
zardoz420wpn,nationalmemo
snoopconniecon,craigyferg
thebkreader,stlcountypd
almendritamarga,matthewkeyslive
i_am_thechange,uh_blip
sincerelyrobynp,scottkfoley
iownthathrone,dopegirlfresh
ceearegee,franklin19788
taco__juice,dayytheplaya
sanni_anne,miranda1901
jlawrence38,katiezez
griotniff,arrestwilson
morphusbfly,mediablackoutus
arhystay,dreamdefenders
amyclan58381725,seattlecentral
turkabdala,kilameri1
martholomule_,tparsi
beyrbird,theferocity
cashedhash,deray
key_to_havean,charleshamerle
jesremer,greggybennett
honey604,reporterphoenix
itsblondie,youranonnews
midgetnamedizzy,treloren
robre62,whitehouse
coagbfashion,organizerx
zardoz420wpn,neetzan
i_am_prince_c,cbsnews
capt_lezlo,emmieeepoohhh
mybeepmeep,sarahrandallssm
truthhurts513,msnbc
diannadaughters,markbland
dxxpak,rt_america
binkysurprise,rodimusprime
osamubinladen,drcrypt
claw2003,nybct
larrymasonbiz,richardtrumka
e_sarin,abc
theneatocheeto,cosmobaker
brittanyck,zellieimani
tambamm__,michaelskolnik
evgone,lucas_wyrsch
mjakur39soro,unitebluewi
kokupuff,motherjones
sfdirewolf,berkeleyside
godsofrap,lukecloran
sr4liberty,q13fox
larrymellman,prof_carrington
angryandblack,govjaynixon
theragefem,140elect
disetv,neuroticalways
janiebt,deray
romonaga_,leeannwright4
umit_ardic,katz
breyeschow,larissalka
aquinas18,anonyops
wanmata1208,thenbacentral
feelsmami,joannasimkin
claymato,broknheadphones
itgrllisasimone,rachelmckibbens
puffyholmes,budlightbro
chaz1944,mediaite
evilbachus,elonjames
hotflashes10,niazkasravi
evelynjcee,eugenaw
t_dot_p,finallevel
cmartinezclass,latinaanarchist
legacyofgena,legacyofgena
lolcalnews,bipartisanism
sankofa,naacp_ldf
reginamobley757,13erickane
progpoker,progpoker
kpapii_,hillaryclinton
opiesmom2,laist
pjfahren,alsharpton_rev
laurajean396,linkedin
johndphx,mariachappellen
maradolan,colettephillips
_treytribble,bydvnlln
holsombackleeza,deray
nerdylele18,eugenuary
heraldexaminer,lanow
twrecks84,iu_bsu
refertomeasg,swizane
zinkyyy,marmel
nevesytrof,zellieimani
withlovefrombk,nymag
vasquezzza,5lovelybadones
fanshen,aapip
ninagotti,sunnyhostin
chris_m_bach,smfiends
fuckyooa,egospumu
lurrelle,mikebrowncover
greggwgme,cbsnlive
shandatv,bonedog84
drvevanswinters,lolalovelyfe
areyou0,_davidmilton_
_virgoqueen,shehatesjacoby
anontexas,mayorsrb
zaho_17,muslimiq
kentuckyviews,tamsenfadal
kkkkknowles,ladygaga
keturahariel,rainforestheart
woodypfister,officialnoi
ericasmith,govjaynixon
vdeex3,fergusonaction
vincofive,jncatron
nfncog,jcolenc
tornadoesboreme,alexcapron
zaren,thisiskhaledm
ashlandgirl101,mrsfreedomfirst
s_spreafico,ilpost
uvulajones,antoniofrench
soniachopra28,nytimes
donna4843,sherifffruitfly
sylva___,cnnbrk
wilson_sarr,typicalgiri
perapiteticus,academicssay
antoniocrtr32,reverendnupe
shalonrenee,lindahusser
perneinagyre,omarwoodard
fanega,lajornadaonline
filamena,neville_park
marcqus,solstardjpoet
vmpcott,weaselzippers
joe_ksb,therealbanner
mijeaux,sonofbaldwin
mrspitterson2u,bla
bananarum,blackvoices
dahllaz,mrdavidjohns
amsmadwoman,nbcnews
yvette1082,jasiri_x
darewords,americandialect
noomaking,johnson_carrie
softestpuppy,olaasm
illtones,caseynolen
indigoxrebel,obs_stl
itschris2020,antoniofrench
drtmg,nettaaaaaaaa
famousrob,baltimorepolice
boccajim,johnfugelsang
saucy_sis,antoniofrench
meliz333,bassem_masri
mitralujan,walkermofo
a_tauruslove,youranonnews
ango84,breakingnews
